# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
493           	4.170238e-05	2.608765e-05	6.400801e-05	6.864380e-05
494           	3.935289e-05	2.553592e-05	6.718305e-05	7.328052e-05
495           	3.305603e-05	2.683028e-05	6.417732e-05	7.277559e-05
496           	4.257146e-05	2.470401e-05	6.319579e-05	6.920060e-05
497           	3.563853e-05	2.697095e-05	6.595261e-05	7.461652e-05
498           	4.102859e-05	2.604790e-05	6.522990e-05	7.359640e-05
499           	3.517043e-05	2.564105e-05	6.251074e-05	7.081009e-05
500           	4.507631e-05	2.482595e-05	6.025409e-05	6.845210e-05
501           	3.788219e-05	2.661906e-05	6.411643e-05	7.230072e-05
502           	4.559735e-05	2.660919e-05	6.407907e-05	7.129991e-05
503           	3.983206e-05	2.747693e-05	6.767716e-05	7.491440e-05
504           	4.653800e-05	2.737600e-05	6.666835e-05	7.199511e-05
505           	3.522669e-05	2.831414e-05	6.912849e-05	7.238729e-05
506           	4.268086e-05	2.663007e-05	6.652464e-05	7.007520e-05
507           	4.203787e-05	2.681629e-05	6.515367e-05	6.792720e-05
508           	4.118971e-05	2.743692e-05	6.877086e-05	7.048611e-05
509           	3.646423e-05	2.685427e-05	6.543457e-05	6.719929e-05
510           	3.824584e-05	2.409256e-05	6.385880e-05	6.616813e-05
511           	3.189586e-05	2.381092e-05	6.235644e-05	6.348109e-05
512           	4.183546e-05	2.288033e-05	5.870238e-05	5.965559e-05
513           	3.338803e-05	2.380588e-05	6.144820e-05	6.136843e-05
514           	4.035649e-05	2.388692e-05	5.934960e-05	6.139957e-05
515           	3.342197e-05	2.404814e-05	6.063405e-05	6.383926e-05
516           	4.383286e-05	2.302276e-05	5.863610e-05	6.119630e-05
517           	3.635379e-05	2.559368e-05	6.046791e-05	6.466303e-05
518           	4.160652e-05	2.516738e-05	6.251879e-05	6.800156e-05
519           	3.911910e-05	2.512184e-05	6.150174e-05	6.665194e-05
520           	3.982964e-05	2.409131e-05	6.300590e-05	6.612755e-05
521           	4.162980e-05	2.585220e-05	6.185767e-05	6.551465e-05
522           	4.036036e-05	2.451013e-05	6.354426e-05	6.794877e-05
523           	3.307542e-05	2.534204e-05	6.306494e-05	6.587819e-05
524           	3.827857e-05	2.327572e-05	6.181941e-05	6.257434e-05
525           	3.930777e-05	2.385111e-05	5.995862e-05	6.128538e-05
526           	3.732545e-05	2.355425e-05	6.090370e-05	6.211430e-05
527           	3.244870e-05	2.376211e-05	5.879022e-05	5.914411e-05
