# Residuals   
# Time        	p             	Ux            	Uy            	Uz            
0             	N/A	N/A
742           	2.007088e-04	4.815450e-05	1.546068e-04	1.761613e-04
743           	2.006021e-04	4.815102e-05	1.540442e-04	1.764464e-04
744           	2.008917e-04	4.805112e-05	1.545834e-04	1.754520e-04
745           	1.992509e-04	4.794749e-05	1.535311e-04	1.755298e-04
746           	2.000006e-04	4.757626e-05	1.532739e-04	1.739857e-04
747           	1.976753e-04	4.742894e-05	1.524061e-04	1.740078e-04
748           	1.973008e-04	4.707695e-05	1.516817e-04	1.729932e-04
749           	1.977504e-04	4.704362e-05	1.511851e-04	1.727587e-04
750           	1.994056e-04	4.709968e-05	1.515321e-04	1.723920e-04
751           	1.992353e-04	4.722258e-05	1.515091e-04	1.732489e-04
752           	2.006879e-04	4.732535e-05	1.522903e-04	1.730050e-04
753           	2.006431e-04	4.764074e-05	1.530550e-04	1.740453e-04
754           	2.006365e-04	4.764916e-05	1.542637e-04	1.735452e-04
755           	2.013634e-04	4.801097e-05	1.552069e-04	1.741999e-04
756           	1.999784e-04	4.799444e-05	1.558956e-04	1.732876e-04
757           	2.002497e-04	4.815597e-05	1.562993e-04	1.737946e-04
758           	1.985250e-04	4.807255e-05	1.564591e-04	1.731451e-04
759           	1.978863e-04	4.798089e-05	1.557143e-04	1.731038e-04
760           	1.963410e-04	4.785895e-05	1.556138e-04	1.721705e-04
761           	1.949486e-04	4.765210e-05	1.544097e-04	1.721272e-04
762           	1.955898e-04	4.742995e-05	1.542829e-04	1.709929e-04
763           	1.979533e-04	4.748930e-05	1.537439e-04	1.719320e-04
764           	1.967251e-04	4.726835e-05	1.537397e-04	1.714348e-04
765           	1.976909e-04	4.708270e-05	1.525941e-04	1.718932e-04
766           	1.990806e-04	4.711347e-05	1.535915e-04	1.722107e-04
767           	2.001808e-04	4.721120e-05	1.529568e-04	1.738005e-04
768           	2.020914e-04	4.755860e-05	1.543789e-04	1.747103e-04
769           	2.019086e-04	4.786551e-05	1.539551e-04	1.764270e-04
770           	2.040404e-04	4.802059e-05	1.545037e-04	1.768272e-04
771           	2.012656e-04	4.812899e-05	1.535094e-04	1.771916e-04
772           	2.011146e-04	4.786954e-05	1.530879e-04	1.763016e-04
773           	1.981953e-04	4.784625e-05	1.520726e-04	1.758659e-04
774           	1.968192e-04	4.744320e-05	1.515513e-04	1.747182e-04
775           	1.970524e-04	4.740567e-05	1.509809e-04	1.745205e-04
776           	1.983906e-04	4.742947e-05	1.518953e-04	1.740963e-04
777           	1.969202e-04	4.757560e-05	1.521498e-04	1.746698e-04
778           	1.960279e-04	4.741781e-05	1.526074e-04	1.736668e-04
779           	1.966799e-04	4.767008e-05	1.531678e-04	1.740451e-04
780           	1.961718e-04	4.764688e-05	1.544303e-04	1.730864e-04
781           	1.976679e-04	4.780008e-05	1.550806e-04	1.737761e-04
782           	1.975621e-04	4.788987e-05	1.556084e-04	1.735233e-04
783           	1.985500e-04	4.798460e-05	1.557522e-04	1.740198e-04
784           	1.971806e-04	4.803561e-05	1.561028e-04	1.732786e-04
785           	1.974072e-04	4.793933e-05	1.552380e-04	1.736316e-04
786           	1.968077e-04	4.790723e-05	1.550887e-04	1.728798e-04
787           	1.980374e-04	4.779750e-05	1.542350e-04	1.734675e-04
788           	1.980016e-04	4.763176e-05	1.540880e-04	1.726899e-04
789           	2.009892e-04	4.767727e-05	1.539191e-04	1.738238e-04
790           	2.002946e-04	4.768211e-05	1.544645e-04	1.739211e-04
791           	2.010063e-04	4.762387e-05	1.536218e-04	1.744145e-04
792           	2.022293e-04	4.766702e-05	1.546418e-04	1.738959e-04
793           	2.019315e-04	4.764932e-05	1.538668e-04	1.744644e-04
794           	2.029265e-04	4.755642e-05	1.544840e-04	1.736217e-04
795           	2.021032e-04	4.754669e-05	1.536338e-04	1.738868e-04
796           	2.026757e-04	4.727333e-05	1.533822e-04	1.725487e-04
797           	2.000603e-04	4.722647e-05	1.523644e-04	1.724131e-04
798           	1.992826e-04	4.683920e-05	1.517579e-04	1.711583e-04
799           	1.981336e-04	4.669344e-05	1.509461e-04	1.711215e-04
800           	1.987129e-04	4.643861e-05	1.506658e-04	1.705506e-04
